2024-07-23 14:54:21,875 Created a socket
2024-07-23 14:55:14,054 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:15,054 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:16,055 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:17,056 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:18,058 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:19,060 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:20,061 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:21,062 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:22,063 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:23,064 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:24,066 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:25,066 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:26,069 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:27,068 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:28,070 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:29,072 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:30,074 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:31,073 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:32,075 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:33,078 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:34,077 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:35,077 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:36,079 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:37,082 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:38,082 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:39,084 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:40,085 Message received: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:41,085 Message received: ID=256, Data=bytearray(b'Hello123')
