2024-08-01 12:47:32,928 Created a socket
2024-08-01 12:47:41,501 Message received: ID=1020, Data=bytearray(b'b"c\xd2\x01\xb4\xe5\x96')
2024-08-01 12:47:41,602 Message received: ID=1364, Data=bytearray(b'p\xa0\xcbq')
2024-08-01 12:47:41,703 Message received: ID=627, Data=bytearray(b'\xafS\xc8=^\x00\x00\x0f')
2024-08-01 12:47:41,804 Message received: ID=771, Data=bytearray(b'\xe5\xf4\x06\xa5\xf0')
2024-08-01 12:47:41,906 Message received: ID=879, Data=bytearray(b'\xaa\x1c\xa1\xea\x14\x16')
2024-08-01 12:47:42,009 Message received: ID=1653, Data=bytearray(b'MC\x8f\xc5\x07o\xc4Y')
2024-08-01 12:47:42,109 Message received: ID=1365, Data=bytearray(b'\xc3\xce\xc0@9\xa9\x82')
2024-08-01 12:47:42,208 Message received: ID=1945, Data=bytearray(b'\x81\xcf\x07')
2024-08-01 12:47:42,309 Message received: ID=955, Data=bytearray(b'"\xe2fn\x0f')
2024-08-01 12:47:42,411 Message received: ID=276, Data=bytearray(b'$O\xc6\x05X\xd6;')
2024-08-01 12:47:42,510 Message received: ID=1089, Data=bytearray(b'\x15')
2024-08-01 12:47:42,611 Message received: ID=486, Data=bytearray(b'-\xcc\xa1\xcaS')
2024-08-01 12:47:42,714 Message received: ID=926, Data=bytearray(b')\x08\xe9H')
2024-08-01 12:47:42,814 Message received: ID=294, Data=bytearray(b'\xe7:\xc3\x85')
2024-08-01 12:47:42,915 Message received: ID=1253, Data=bytearray(b'\xae\x8e\x8f\xe9')
2024-08-01 12:47:43,016 Message received: ID=656, Data=bytearray(b'\x8cjL')
2024-08-01 12:47:43,117 Message received: ID=49, Data=bytearray(b':F')
2024-08-01 12:47:43,217 Message received: ID=1408, Data=bytearray(b'"\xc0\x18')
2024-08-01 12:47:43,319 Message received: ID=1768, Data=bytearray(b'')
2024-08-01 12:47:43,423 Message received: ID=787, Data=bytearray(b'k&\x10\xab\xf1')
2024-08-01 12:47:43,521 Message received: ID=274, Data=bytearray(b'')
2024-08-01 12:47:43,622 Message received: ID=61, Data=bytearray(b'f\xbd\xe4')
2024-08-01 12:47:43,723 Message received: ID=22, Data=bytearray(b'\xd4\x9e\x88U')
2024-08-01 12:47:43,823 Message received: ID=1295, Data=bytearray(b'Qtc\x13')
2024-08-01 12:47:43,926 Message received: ID=202, Data=bytearray(b'\x98\xd1\x8f')
2024-08-01 12:47:44,026 Message received: ID=871, Data=bytearray(b'\x0f\x1d\xb0#z\xc4\xbc')
2024-08-01 12:47:44,128 Message received: ID=360, Data=bytearray(b'p[\x91u\xe9\xb1\x01\r')
2024-08-01 12:47:44,228 Message received: ID=1633, Data=bytearray(b'@4\xff9')
2024-08-01 12:47:44,329 Message received: ID=2027, Data=bytearray(b'\x80%m')
2024-08-01 12:47:44,431 Message received: ID=1204, Data=bytearray(b'\xa5*\x13P\xacw')
2024-08-01 12:47:44,533 Message received: ID=1203, Data=bytearray(b'\x13%\x9e\x01>\r')
2024-08-01 12:47:44,631 Message received: ID=1708, Data=bytearray(b'\xab\x8b\x15\xc3\x1a')
2024-08-01 12:47:44,732 Message received: ID=968, Data=bytearray(b'\x93')
2024-08-01 12:47:44,833 Message received: ID=906, Data=bytearray(b'\x9d\xab\xfb\x91')
2024-08-01 12:47:44,934 Message received: ID=1796, Data=bytearray(b'\xd9Cs\xe2\xa7')
2024-08-01 12:47:45,035 Message received: ID=1831, Data=bytearray(b'\xd0\xe1Y%[\x8e\xeb')
2024-08-01 12:47:45,136 Message received: ID=1210, Data=bytearray(b'')
2024-08-01 12:47:45,236 Message received: ID=543, Data=bytearray(b'')
2024-08-01 12:47:45,337 Message received: ID=60, Data=bytearray(b'\x19')
2024-08-01 12:47:45,439 Message received: ID=905, Data=bytearray(b'\xd2\x0b')
2024-08-01 12:47:45,539 Message received: ID=1640, Data=bytearray(b'\xd8\xc5')
2024-08-01 12:47:45,641 Message received: ID=854, Data=bytearray(b'\xb3\xe4!\x19Z\xf2')
2024-08-01 12:47:45,741 Message received: ID=819, Data=bytearray(b'')
2024-08-01 12:47:45,842 Message received: ID=1497, Data=bytearray(b'\x16\xaey\xfa\x9e')
2024-08-01 12:47:45,943 Message received: ID=533, Data=bytearray(b'\x83\x9d\xa2\x0ey\x85')
2024-08-01 12:47:46,044 Message received: ID=725, Data=bytearray(b'\xe7\xff')
2024-08-01 12:47:46,144 Message received: ID=958, Data=bytearray(b'\xba')
2024-08-01 12:47:46,245 Message received: ID=1944, Data=bytearray(b'')
2024-08-01 12:47:46,347 Message received: ID=1411, Data=bytearray(b'!')
2024-08-01 12:47:46,448 Message received: ID=958, Data=bytearray(b'np\xa0\xd9')
2024-08-01 12:47:46,549 Message received: ID=1383, Data=bytearray(b'Q\n!*')
2024-08-01 12:47:46,650 Message received: ID=1882, Data=bytearray(b'\xc9)\xb1')
2024-08-01 12:47:46,750 Message received: ID=1468, Data=bytearray(b'')
2024-08-01 12:47:46,852 Message received: ID=1200, Data=bytearray(b'b[\rn\rA\xb0\x82')
2024-08-01 12:47:46,954 Message received: ID=1813, Data=bytearray(b'g\x1b&\xb6\xc7]c')
2024-08-01 12:47:47,055 Message received: ID=395, Data=bytearray(b'\x1aiI\xdf\xfb\xde`')
2024-08-01 12:47:47,155 Message received: ID=1087, Data=bytearray(b'\xd4\x92\xc0o\x7f\xf9')
2024-08-01 12:47:47,255 Message received: ID=1598, Data=bytearray(b'\xce')
2024-08-01 12:47:47,356 Message received: ID=829, Data=bytearray(b'\xe7\x1e')
2024-08-01 12:47:47,458 Message received: ID=1236, Data=bytearray(b'')
2024-08-01 12:47:47,559 Message received: ID=1483, Data=bytearray(b' \xa3]b')
2024-08-01 12:47:47,664 Message received: ID=873, Data=bytearray(b'\xa64\xcf')
2024-08-01 12:47:47,768 Message received: ID=30, Data=bytearray(b'h\xdd\xac\xd8\xab')
2024-08-01 12:47:47,861 Message received: ID=379, Data=bytearray(b'\xb2\xdc\x05\x8b\xbc')
2024-08-01 12:47:47,962 Message received: ID=1538, Data=bytearray(b'\xf4\x0e\x86\x9a\xe4X')
2024-08-01 12:47:48,063 Message received: ID=722, Data=bytearray(b'\xc2\xd4\xd0c?\xfd')
2024-08-01 12:47:48,169 Message received: ID=546, Data=bytearray(b'\xb6\xf4 \x9d\x0c\xc4\xb86')
2024-08-01 12:47:48,265 Message received: ID=1449, Data=bytearray(b'r6\xb6\x91\x7f\xa9J')
2024-08-01 12:47:48,366 Message received: ID=1938, Data=bytearray(b'\xe8y\x1f\nOM\xc7')
2024-08-01 12:47:48,467 Message received: ID=869, Data=bytearray(b'\xff\x19')
2024-08-01 12:47:48,568 Message received: ID=147, Data=bytearray(b'\x89\x1d\xd6[D\xc0')
2024-08-01 12:47:48,669 Message received: ID=1782, Data=bytearray(b'K\x1a\xcc\xc0\xfb{\x15\xc5')
2024-08-01 12:47:48,770 Message received: ID=421, Data=bytearray(b'\xaec?z@\x1e\xc7')
2024-08-01 12:47:48,871 Message received: ID=1872, Data=bytearray(b'\xe9\x8f')
2024-08-01 12:47:48,974 Message received: ID=478, Data=bytearray(b'\xf6_]\xf7\x8f\x02z')
2024-08-01 12:47:49,073 Message received: ID=602, Data=bytearray(b'\xcf')
2024-08-01 12:47:49,174 Message received: ID=1028, Data=bytearray(b'')
2024-08-01 12:47:49,276 Message received: ID=1733, Data=bytearray(b'\xceoT\xee\x85')
2024-08-01 12:47:49,376 Message received: ID=1149, Data=bytearray(b'\x04F')
2024-08-01 12:47:49,477 Message received: ID=730, Data=bytearray(b'\xe7\xa6')
2024-08-01 12:47:49,578 Message received: ID=1080, Data=bytearray(b'\xdf')
2024-08-01 12:47:49,679 Message received: ID=919, Data=bytearray(b'\xa5\xf6\xa5\xa2\xd8')
2024-08-01 12:47:49,781 Message received: ID=1971, Data=bytearray(b'\xc8h\xedI\tV\x92w')
2024-08-01 12:47:49,882 Message received: ID=1732, Data=bytearray(b',;\x94\xf6+\xc5\xd2q')
2024-08-01 12:47:49,982 Message received: ID=1732, Data=bytearray(b'\xe7\x91\xba')
2024-08-01 12:47:50,083 Message received: ID=1031, Data=bytearray(b'\x01\x18\xd6\xa7')
2024-08-01 12:47:50,184 Message received: ID=878, Data=bytearray(b'\xc4\x06\x84p\x9f\x1aK')
2024-08-01 12:47:50,287 Message received: ID=675, Data=bytearray(b'$')
2024-08-01 12:47:50,392 Message received: ID=804, Data=bytearray(b'\xf46\xb4\xfb\x13')
2024-08-01 12:47:50,492 Message received: ID=1062, Data=bytearray(b'"e\xa5\x9b\xd4')
2024-08-01 12:47:50,594 Message received: ID=329, Data=bytearray(b'\x84+')
2024-08-01 12:47:50,696 Message received: ID=1993, Data=bytearray(b'')
2024-08-01 12:47:50,798 Message received: ID=630, Data=bytearray(b'\xceDz2')
2024-08-01 12:47:50,899 Message received: ID=975, Data=bytearray(b'l\xa1\xc3qD\xc8]')
2024-08-01 12:47:50,999 Message received: ID=1849, Data=bytearray(b'\x1f\x96\xc3`')
2024-08-01 12:47:51,100 Message received: ID=1283, Data=bytearray(b'\xccG\x08')
2024-08-01 12:47:51,203 Message received: ID=1392, Data=bytearray(b"-\xb0\xdc\'\xf4\x0f\x7f\xd0")
2024-08-01 12:47:51,305 Message received: ID=1021, Data=bytearray(b'\xdd+\x9a\xb2\xd6I6\xbb')
2024-08-01 12:47:51,405 Message received: ID=271, Data=bytearray(b'\x12\xa4\x0ca\x13\xb6G<')
2024-08-01 12:47:51,506 Message received: ID=1496, Data=bytearray(b'l\x8e9')
2024-08-01 12:47:51,608 Message received: ID=731, Data=bytearray(b'K|\xbd\xed%\xbd')
2024-08-01 12:47:51,709 Message received: ID=1866, Data=bytearray(b'\x1e\x02%\xdc')
2024-08-01 12:47:51,809 Message received: ID=1351, Data=bytearray(b'\xaf\x90\x9au\x10\x89')
2024-08-01 12:47:51,909 Message received: ID=46, Data=bytearray(b'\x9f')
2024-08-01 12:47:52,011 Message received: ID=802, Data=bytearray(b'F\x92\x9f')
2024-08-01 12:47:52,111 Message received: ID=618, Data=bytearray(b'an\xa2')
2024-08-01 12:47:52,211 Message received: ID=739, Data=bytearray(b'Hh\xd6\x94ia')
2024-08-01 12:47:52,314 Message received: ID=1423, Data=bytearray(b'\xccbR\xd2ih\x0b_')
2024-08-01 12:47:52,414 Message received: ID=267, Data=bytearray(b'\xd9\xba\x17\xa8\x18\x1e')
2024-08-01 12:47:52,514 Message received: ID=1441, Data=bytearray(b'\xf7W\x8eB{\x1a-')
2024-08-01 12:47:52,617 Message received: ID=292, Data=bytearray(b'c\xeb5\xc5f\x11%')
2024-08-01 12:47:52,719 Message received: ID=1995, Data=bytearray(b'\xba\xa5w\xa6\x98\xd0')
2024-08-01 12:47:52,820 Message received: ID=2014, Data=bytearray(b'\xf8\xb6\n\xf3F\xdd')
2024-08-01 12:47:52,920 Message received: ID=53, Data=bytearray(b'>y\xa8\x90')
2024-08-01 12:47:53,022 Message received: ID=663, Data=bytearray(b'~\x06\x05\xe0\xc8\xa2\x86')
2024-08-01 12:47:53,121 Message received: ID=1931, Data=bytearray(b'Q\xf8\xb4')
2024-08-01 12:47:53,222 Message received: ID=1069, Data=bytearray(b'')
2024-08-01 12:47:53,324 Message received: ID=972, Data=bytearray(b'\xb0\x063\xad!\x12')
2024-08-01 12:47:53,424 Message received: ID=281, Data=bytearray(b'3\xf5i')
2024-08-01 12:47:53,524 Message received: ID=1151, Data=bytearray(b'\xac6.t')
2024-08-01 12:47:53,625 Message received: ID=948, Data=bytearray(b'\x00\xbb{ye')
2024-08-01 12:47:53,725 Message received: ID=1113, Data=bytearray(b'\xa7')
2024-08-01 12:47:53,826 Message received: ID=662, Data=bytearray(b'\x88\xb5~')
2024-08-01 12:47:53,928 Message received: ID=2006, Data=bytearray(b'FL@\xe3(\xd0\xea')
2024-08-01 12:47:54,027 Message received: ID=439, Data=bytearray(b'\xe2|\x82!\x12z')
2024-08-01 12:47:54,139 Message received: ID=912, Data=bytearray(b'\xb0p\x94\xea\x06\x07\xf1')
2024-08-01 12:47:54,230 Message received: ID=232, Data=bytearray(b'\xf9\xdb\xed}\xf6')
2024-08-01 12:47:54,331 Message received: ID=233, Data=bytearray(b'\xe4\xbb?\x80Y}t\x89')
2024-08-01 12:47:54,431 Message received: ID=1659, Data=bytearray(b'\xef\x88')
2024-08-01 12:47:54,535 Message received: ID=116, Data=bytearray(b'e\xbb\xfe:e')
2024-08-01 12:47:54,634 Message received: ID=1222, Data=bytearray(b'\xb9\xf4')
2024-08-01 12:47:54,736 Message received: ID=292, Data=bytearray(b'|\x89\x11')
2024-08-01 12:47:54,838 Message received: ID=1405, Data=bytearray(b'\xf0\x8fX%\x9f\x85')
2024-08-01 12:47:54,941 Message received: ID=158, Data=bytearray(b'\xd4\x0c\xa67')
2024-08-01 12:47:55,044 Message received: ID=509, Data=bytearray(b'\x95\xd0')
2024-08-01 12:47:55,146 Message received: ID=605, Data=bytearray(b'\x04\xc21S\x9d0')
2024-08-01 12:47:55,248 Message received: ID=544, Data=bytearray(b'')
2024-08-01 12:47:55,349 Message received: ID=1896, Data=bytearray(b'\xb9')
2024-08-01 12:47:55,454 Message received: ID=30, Data=bytearray(b'\xb8\xc0~')
2024-08-01 12:47:55,555 Message received: ID=952, Data=bytearray(b'\xe7')
2024-08-01 12:47:55,657 Message received: ID=1451, Data=bytearray(b'\xe6\xd5J\x14n\x90')
2024-08-01 12:47:55,757 Message received: ID=234, Data=bytearray(b'\x11')
2024-08-01 12:47:55,858 Message received: ID=1155, Data=bytearray(b'/\xbe\x89')
2024-08-01 12:47:55,959 Message received: ID=372, Data=bytearray(b';')
2024-08-01 12:47:56,060 Message received: ID=918, Data=bytearray(b'\xa6\xa4')
2024-08-01 12:47:56,160 Message received: ID=1892, Data=bytearray(b'\xa2\xe5\xbf2\x14')
2024-08-01 12:47:56,260 Message received: ID=494, Data=bytearray(b'')
2024-08-01 12:47:56,363 Message received: ID=1386, Data=bytearray(b'\x02\x9e\xdcd\xa14;')
2024-08-01 12:47:56,463 Message received: ID=769, Data=bytearray(b'\xfd\xac\xc9')
2024-08-01 12:47:56,563 Message received: ID=1992, Data=bytearray(b'')
2024-08-01 12:47:56,664 Message received: ID=1922, Data=bytearray(b'Z')
2024-08-01 12:47:56,768 Message received: ID=1518, Data=bytearray(b'\x9c&\x16\x92\xc5m\x9d\xf1')
2024-08-01 12:47:56,868 Message received: ID=2024, Data=bytearray(b'\x00@\xb8')
2024-08-01 12:47:56,969 Message received: ID=1133, Data=bytearray(b'')
2024-08-01 12:47:57,070 Message received: ID=53, Data=bytearray(b'')
2024-08-01 12:47:57,176 Message received: ID=1709, Data=bytearray(b'\xec\x8f0\x19')
2024-08-01 12:47:57,278 Message received: ID=184, Data=bytearray(b'\xde\xa3\x00BzB\xe4\x04')
2024-08-01 12:47:57,378 Message received: ID=268, Data=bytearray(b'd\x1dGv!')
2024-08-01 12:47:57,481 Message received: ID=723, Data=bytearray(b'\x14\xc9\x93\xb1\xa8l\xcc&')
2024-08-01 12:47:57,583 Message received: ID=1145, Data=bytearray(b'\xc7X\xb8')
2024-08-01 12:47:57,686 Message received: ID=1598, Data=bytearray(b'\x8b\x1d}\xbc\xf8%\x0c')
2024-08-01 12:47:57,788 Message received: ID=223, Data=bytearray(b'N\x14t\r\n')
2024-08-01 12:47:57,895 Message received: ID=477, Data=bytearray(b'A^\x08')
2024-08-01 12:47:58,000 Message received: ID=236, Data=bytearray(b'\xe8\x9c\xa6!P')
2024-08-01 12:47:58,106 Message received: ID=100, Data=bytearray(b'')
2024-08-01 12:47:58,208 Message received: ID=1362, Data=bytearray(b'\xc1*t')
2024-08-01 12:47:58,311 Message received: ID=1985, Data=bytearray(b'')
2024-08-01 12:47:58,415 Message received: ID=1006, Data=bytearray(b'\x88,')
2024-08-01 12:47:58,519 Message received: ID=126, Data=bytearray(b"\x08\x1e\xf6\xe0\'K\xd9")
2024-08-01 12:47:58,622 Message received: ID=1130, Data=bytearray(b'\x9e`')
2024-08-01 12:47:58,723 Message received: ID=406, Data=bytearray(b'\xed')
2024-08-01 12:47:58,826 Message received: ID=1374, Data=bytearray(b'\xeeNki')
2024-08-01 12:47:58,929 Message received: ID=1514, Data=bytearray(b"\xb2\xdb\xcdM\'\x17")
2024-08-01 12:47:59,029 Message received: ID=61, Data=bytearray(b'')
2024-08-01 12:47:59,132 Message received: ID=1204, Data=bytearray(b'\xc1\xaeA\xea\\J\xe8a')
2024-08-01 12:47:59,240 Message received: ID=343, Data=bytearray(b'RD:\x85x\xc3')
2024-08-01 12:47:59,347 Message received: ID=1795, Data=bytearray(b'i\xd9)\x94\x94')
2024-08-01 12:47:59,448 Message received: ID=133, Data=bytearray(b'\x1b\xaeN\x04\xa3\xd6\x99')
2024-08-01 12:47:59,549 Message received: ID=98, Data=bytearray(b'\x11\x16iM')
2024-08-01 12:47:59,652 Message received: ID=72, Data=bytearray(b'')
2024-08-01 12:47:59,753 Message received: ID=267, Data=bytearray(b'\x11\xce\x8b\xc8\xb1')
2024-08-01 12:47:59,854 Message received: ID=1152, Data=bytearray(b'\x9e\x13w')
2024-08-01 12:47:59,960 Message received: ID=1895, Data=bytearray(b'\xe1\xee\x90\xed\x94')
2024-08-01 12:48:00,056 Message received: ID=1672, Data=bytearray(b'\xc9\xc4\xc1')
2024-08-01 12:48:00,158 Message received: ID=1022, Data=bytearray(b'\xadK\x9d\xe5>\xc8T')
2024-08-01 12:48:00,258 Message received: ID=1010, Data=bytearray(b'\xed %Wd\xe5')
2024-08-01 12:48:00,358 Message received: ID=1046, Data=bytearray(b'\xf3s+]e')
2024-08-01 12:48:00,460 Message received: ID=1601, Data=bytearray(b'\x890\r\x1f\xac')
2024-08-01 12:48:00,561 Message received: ID=1918, Data=bytearray(b'8\xcf4')
2024-08-01 12:48:00,664 Message received: ID=1460, Data=bytearray(b'\x16r\x14\x02\xae\xbe\x9f')
2024-08-01 12:48:00,765 Message received: ID=277, Data=bytearray(b'\x91\x8d(\xcd')
2024-08-01 12:48:00,864 Message received: ID=1993, Data=bytearray(b'')
2024-08-01 12:48:00,965 Message received: ID=1062, Data=bytearray(b'')
2024-08-01 12:48:01,067 Message received: ID=305, Data=bytearray(b'\x8a\x85*v(\xa1\xc0\xbd')
2024-08-01 12:48:01,169 Message received: ID=991, Data=bytearray(b',\xc6\xfb;P\xc9\xd3u')
2024-08-01 12:48:01,270 Message received: ID=1772, Data=bytearray(b'\xc1c\xb3.5w')
2024-08-01 12:48:01,370 Message received: ID=1145, Data=bytearray(b'MZmm\x02')
2024-08-01 12:48:01,471 Message received: ID=636, Data=bytearray(b'\xad\x01d\xa0\x13p\xa0')
2024-08-01 12:48:01,572 Message received: ID=1016, Data=bytearray(b'\xa2\xe0\xa72~')
2024-08-01 12:48:01,673 Message received: ID=1559, Data=bytearray(b'U\xa9')
2024-08-01 12:48:01,774 Message received: ID=1529, Data=bytearray(b'\xaa\x9e')
2024-08-01 12:48:01,875 Message received: ID=1919, Data=bytearray(b'\x0c\xce\x00w\xdaP')
2024-08-01 12:48:01,975 Message received: ID=624, Data=bytearray(b'n\x9a1')
2024-08-01 12:48:02,077 Message received: ID=1257, Data=bytearray(b'b\xe5I\xf1j5\xd0')
2024-08-01 12:48:02,177 Message received: ID=1520, Data=bytearray(b'O\xe3\x0c\xf9`T\xaa\x03')
2024-08-01 12:48:02,278 Message received: ID=682, Data=bytearray(b'd\x01\xf4\xdf\xb5a\x91/')
2024-08-01 12:48:02,378 Message received: ID=988, Data=bytearray(b'\x92\x86')
2024-08-01 12:48:02,479 Message received: ID=760, Data=bytearray(b']\xe9\x84\x12U')
2024-08-01 12:48:02,580 Message received: ID=593, Data=bytearray(b't1\xe0\xd1')
2024-08-01 12:48:02,681 Message received: ID=903, Data=bytearray(b'cQ\xb4,\xf7')
2024-08-01 12:48:02,782 Message received: ID=624, Data=bytearray(b'\xfa_\xbf\xfc\xeb')
2024-08-01 12:48:02,883 Message received: ID=1121, Data=bytearray(b'\xf2\xfc2*\x8d')
2024-08-01 12:48:02,983 Message received: ID=1950, Data=bytearray(b'')
2024-08-01 12:48:03,085 Message received: ID=424, Data=bytearray(b'D\x16')
2024-08-01 12:48:03,186 Message received: ID=332, Data=bytearray(b'\xe1yY\xa1\x10\xae')
2024-08-01 12:48:03,286 Message received: ID=1261, Data=bytearray(b'{')
2024-08-01 12:48:03,388 Message received: ID=309, Data=bytearray(b'\xaa"\xea\x00GB*\x98')
2024-08-01 12:48:03,489 Message received: ID=624, Data=bytearray(b'H\xef\x1c\xd1b{\x1e\t')
2024-08-01 12:48:03,589 Message received: ID=1268, Data=bytearray(b'L')
2024-08-01 12:48:03,689 Message received: ID=1475, Data=bytearray(b'\xf4')
2024-08-01 12:48:03,790 Message received: ID=452, Data=bytearray(b'\xcfc\xa6')
2024-08-01 12:48:03,891 Message received: ID=924, Data=bytearray(b'\x8e\x8f\x0f\x93;\xad\x97')
2024-08-01 12:48:03,991 Message received: ID=1757, Data=bytearray(b'S\xc2\xdc\xd9\x85\xac\x7f')
2024-08-01 12:48:04,092 Message received: ID=712, Data=bytearray(b'yt\x1c')
2024-08-01 12:48:04,192 Message received: ID=1855, Data=bytearray(b'')
2024-08-01 12:48:04,295 Message received: ID=110, Data=bytearray(b'\x8c')
2024-08-01 12:48:04,394 Message received: ID=1799, Data=bytearray(b'\x1b')
2024-08-01 12:48:04,495 Message received: ID=507, Data=bytearray(b'\x9d\xae r\xf5fld')
