2024-07-23 15:36:31,582 Created a socket
2024-07-23 15:36:37,460 Message sent: ID=161, Data=bytearray(b'\x18\xb3')
2024-07-23 15:36:37,562 Message sent: ID=1370, Data=bytearray(b'.\xde')
2024-07-23 15:36:37,665 Message sent: ID=990, Data=bytearray(b'\x83\xe5\x8d')
2024-07-23 15:36:37,766 Message sent: ID=156, Data=bytearray(b'\x1e')
2024-07-23 15:36:37,869 Message sent: ID=1785, Data=bytearray(b' \x80\xa7\x94\x8c')
2024-07-23 15:36:37,971 Message sent: ID=1558, Data=bytearray(b'')
2024-07-23 15:36:38,073 Message sent: ID=264, Data=bytearray(b'')
2024-07-23 15:36:38,175 Message sent: ID=1089, Data=bytearray(b'\x1c\x1e\x9d\x1bn')
2024-07-23 15:36:38,278 Message sent: ID=181, Data=bytearray(b'')
2024-07-23 15:36:38,382 Message sent: ID=1910, Data=bytearray(b'&\x15\xf7>\xb2\xb2\xdb')
2024-07-23 15:36:38,485 Message sent: ID=1219, Data=bytearray(b'\xdd')
2024-07-23 15:36:38,588 Message sent: ID=1601, Data=bytearray(b'\x11\xa8L\x1a#\x1f')
2024-07-23 15:36:38,690 Message sent: ID=381, Data=bytearray(b'\xa6\x81')
2024-07-23 15:36:38,795 Message sent: ID=914, Data=bytearray(b'K\xb3\xc0')
2024-07-23 15:36:38,899 Message sent: ID=206, Data=bytearray(b'\xbf17\x1eWw\x8e')
2024-07-23 15:36:39,001 Message sent: ID=1181, Data=bytearray(b'<\xf1\x81\xf6\xd2\xbf\xc9\xe6')
2024-07-23 15:36:39,103 Message sent: ID=536, Data=bytearray(b'')
2024-07-23 15:36:39,206 Message sent: ID=1420, Data=bytearray(b'\x81M\xd1\x11')
2024-07-23 15:36:39,312 Message sent: ID=785, Data=bytearray(b'\x9e')
2024-07-23 15:36:39,414 Message sent: ID=390, Data=bytearray(b'"\xe4')
2024-07-23 15:36:39,515 Message sent: ID=1788, Data=bytearray(b'\xc1\x89\n')
2024-07-23 15:36:39,618 Message sent: ID=164, Data=bytearray(b'')
2024-07-23 15:36:39,719 Message sent: ID=1645, Data=bytearray(b'4')
2024-07-23 15:36:39,822 Message sent: ID=308, Data=bytearray(b"\x00w|\x08\xe2\xd2\'")
2024-07-23 15:36:39,924 Message sent: ID=123, Data=bytearray(b'L8')
2024-07-23 15:36:40,030 Message sent: ID=482, Data=bytearray(b'\xc1\xa5Ci\xd3\xab\x9c\xcc')
2024-07-23 15:36:40,133 Message sent: ID=1523, Data=bytearray(b'W7mO\x1c\x15\x81\x93')
2024-07-23 15:36:40,235 Message sent: ID=2018, Data=bytearray(b'-\xec:\xf7')
2024-07-23 15:36:40,337 Message sent: ID=1400, Data=bytearray(b'\x87k\x96-7V\xa6\x81')
2024-07-23 15:36:40,438 Message sent: ID=1029, Data=bytearray(b'\xb3\xcf\x07`')
2024-07-23 15:36:40,540 Message sent: ID=1942, Data=bytearray(b'')
2024-07-23 15:36:40,642 Message sent: ID=2043, Data=bytearray(b'\xbdl\xfd3')
2024-07-23 15:36:40,745 Message sent: ID=333, Data=bytearray(b'-`\\')
2024-07-23 15:36:40,847 Message sent: ID=490, Data=bytearray(b'\xf3\x16')
2024-07-23 15:36:40,950 Message sent: ID=2001, Data=bytearray(b'%9')
2024-07-23 15:36:41,051 Message sent: ID=987, Data=bytearray(b'\xbb\xedd\xe0k')
2024-07-23 15:36:41,154 Message sent: ID=1477, Data=bytearray(b'')
2024-07-23 15:36:41,255 Message sent: ID=1450, Data=bytearray(b'\xfd\xf3qOfp%')
2024-07-23 15:36:41,357 Message sent: ID=445, Data=bytearray(b'Eh')
2024-07-23 15:36:41,459 Message sent: ID=266, Data=bytearray(b'\x16\xf0h\xcfz28\xf5')
2024-07-23 15:36:41,561 Message sent: ID=653, Data=bytearray(b'\xf8\xce\xdb\x14\xd9\xb7\xde')
2024-07-23 15:36:41,667 Message sent: ID=1732, Data=bytearray(b'\x8d\xa6\xa7a:')
2024-07-23 15:36:41,769 Message sent: ID=1565, Data=bytearray(b'\xe3j\xa0\x8dm')
2024-07-23 15:36:41,870 Message sent: ID=327, Data=bytearray(b'-')
2024-07-23 15:36:41,971 Message sent: ID=810, Data=bytearray(b'+\x1b\xf3')
2024-07-23 15:36:42,073 Message sent: ID=468, Data=bytearray(b'')
2024-07-23 15:36:42,175 Message sent: ID=1233, Data=bytearray(b'\x02')
2024-07-23 15:36:42,277 Message sent: ID=236, Data=bytearray(b'')
2024-07-23 15:36:42,379 Message sent: ID=1527, Data=bytearray(b'CN7DL=\xd3')
2024-07-23 15:36:42,480 Message sent: ID=1381, Data=bytearray(b'\xf6X')
2024-07-23 15:36:42,582 Message sent: ID=274, Data=bytearray(b'T\x1a\xa8\x9e\xa4\xadh')
2024-07-23 15:36:42,685 Message sent: ID=477, Data=bytearray(b'!I\xe9\x7f\x82\x9c\xf8')
2024-07-23 15:36:42,787 Message sent: ID=1989, Data=bytearray(b'N{\x93\x93\xb8\xa5\xac')
2024-07-23 15:36:42,892 Message sent: ID=1472, Data=bytearray(b'\xcd)(\x85G\xc4\xee\xd4')
2024-07-23 15:36:42,997 Message sent: ID=1928, Data=bytearray(b' ')
2024-07-23 15:36:43,098 Message sent: ID=1498, Data=bytearray(b'\x87\xaf\xd1\x8dO\xb2')
2024-07-23 15:36:43,200 Message sent: ID=1353, Data=bytearray(b'0\x8ev\x98\x8d\xcf')
2024-07-23 15:36:43,301 Message sent: ID=619, Data=bytearray(b'(8sy\xff<|')
2024-07-23 15:36:43,404 Message sent: ID=1942, Data=bytearray(b'\xb4')
2024-07-23 15:36:43,507 Message sent: ID=160, Data=bytearray(b'\xf1-\xf6\xb1:\x1c\x9d\x88')
2024-07-23 15:36:43,612 Message sent: ID=158, Data=bytearray(b'\xa4\xc1\x0c\x8e\xf1')
2024-07-23 15:36:43,717 Message sent: ID=611, Data=bytearray(b'\xe0\x8e\xf6\x8b\xdd\x86')
2024-07-23 15:36:43,819 Message sent: ID=1883, Data=bytearray(b'\x13\xe6\xc0Z\xc6\x8aL\xf7')
2024-07-23 15:36:43,922 Message sent: ID=1951, Data=bytearray(b'\xac')
2024-07-23 15:36:44,023 Message sent: ID=1717, Data=bytearray(b'\x8f\xf0\x96f\xc5L\xa0')
2024-07-23 15:36:44,124 Message sent: ID=1721, Data=bytearray(b'\xc8')
2024-07-23 15:36:44,226 Message sent: ID=1250, Data=bytearray(b'i>Y|\xfd\x1e')
2024-07-23 15:36:44,329 Message sent: ID=1894, Data=bytearray(b'\xf6+\xbb,\x9ay^')
2024-07-23 15:36:44,432 Message sent: ID=910, Data=bytearray(b'\xc7\x96\xf2\x9e\x00#\xdb')
2024-07-23 15:36:44,534 Message sent: ID=1388, Data=bytearray(b'\xa6\x06\x9a')
2024-07-23 15:36:44,635 Message sent: ID=1459, Data=bytearray(b'\x87\xa3cr')
2024-07-23 15:36:44,737 Message sent: ID=1763, Data=bytearray(b'|\xb3o')
2024-07-23 15:36:44,839 Message sent: ID=1, Data=bytearray(b'%\xc5\xd6')
2024-07-23 15:36:44,941 Message sent: ID=542, Data=bytearray(b'\xf7X\xae\xa2B\x93}\x10')
2024-07-23 15:36:45,044 Message sent: ID=975, Data=bytearray(b'A\x1a\xaa\xdbl')
2024-07-23 15:36:45,146 Message sent: ID=998, Data=bytearray(b'\xbb\x8f')
2024-07-23 15:36:45,249 Message sent: ID=1026, Data=bytearray(b'\xda')
2024-07-23 15:36:45,353 Message sent: ID=124, Data=bytearray(b'')
2024-07-23 15:36:45,456 Message sent: ID=584, Data=bytearray(b'a\xab')
2024-07-23 15:36:45,558 Message sent: ID=1757, Data=bytearray(b'|\xe6')
2024-07-23 15:36:45,660 Message sent: ID=1348, Data=bytearray(b'\x97h\xa3\xd8{\x82')
2024-07-23 15:36:45,774 Message sent: ID=77, Data=bytearray(b'\xc2<f\xd7')
2024-07-23 15:36:45,877 Message sent: ID=1673, Data=bytearray(b'T\t\x10\xb9\xde')
2024-07-23 15:36:45,981 Message sent: ID=74, Data=bytearray(b'\x05\xfa\x89\xc9\nZ\x0b\xd1')
2024-07-23 15:36:46,083 Message sent: ID=1951, Data=bytearray(b'<\x8d\xd5\x16V\x83\xc3n')
2024-07-23 15:36:46,186 Message sent: ID=499, Data=bytearray(b'')
2024-07-23 15:36:46,289 Message sent: ID=493, Data=bytearray(b'>')
2024-07-23 15:36:46,391 Message sent: ID=368, Data=bytearray(b'\xad\x0c\xccB\xc3')
2024-07-23 15:36:46,493 Message sent: ID=1313, Data=bytearray(b'V\xfa\x89')
2024-07-23 15:36:46,595 Message sent: ID=215, Data=bytearray(b'\x16\\59\x92\xabq')
2024-07-23 15:36:46,706 Message sent: ID=946, Data=bytearray(b'&0')
2024-07-23 15:36:46,808 Message sent: ID=325, Data=bytearray(b'b\xd7\xc1k')
2024-07-23 15:36:46,912 Message sent: ID=1241, Data=bytearray(b'u\xffwX\xe8\xd9\x9e\x02')
2024-07-23 15:36:47,015 Message sent: ID=168, Data=bytearray(b'\xa9')
2024-07-23 15:36:47,117 Message sent: ID=1527, Data=bytearray(b'')
2024-07-23 15:36:47,220 Message sent: ID=1123, Data=bytearray(b'"\x81\x10`\xf5`\xf2')
2024-07-23 15:36:47,323 Message sent: ID=624, Data=bytearray(b'\n\xca')
2024-07-23 15:36:47,425 Message sent: ID=811, Data=bytearray(b"\xf5TL\'\t\xc6\x84")
2024-07-23 15:36:47,528 Message sent: ID=1080, Data=bytearray(b'\xed\xb0}\xa1')
2024-07-23 15:36:47,630 Message sent: ID=1363, Data=bytearray(b'K')
2024-07-23 15:36:47,733 Message sent: ID=369, Data=bytearray(b'@\xb0\x13')
2024-07-23 15:36:47,838 Message sent: ID=1586, Data=bytearray(b'')
2024-07-23 15:36:47,940 Message sent: ID=789, Data=bytearray(b'')
2024-07-23 15:36:48,043 Message sent: ID=1915, Data=bytearray(b'w\x9f\xe2\x91\xe0')
2024-07-23 15:36:48,146 Message sent: ID=916, Data=bytearray(b'')
2024-07-23 15:36:48,249 Message sent: ID=1029, Data=bytearray(b'\xc5\x97;\xce')
2024-07-23 15:36:48,351 Message sent: ID=594, Data=bytearray(b'7\x05\x00\xd1\x97\xa8>')
2024-07-23 15:36:48,453 Message sent: ID=141, Data=bytearray(b'\x87\xe2\x07\x06\x13\xbf\xc9\xcb')
2024-07-23 15:36:48,554 Message sent: ID=655, Data=bytearray(b'')
2024-07-23 15:36:48,657 Message sent: ID=494, Data=bytearray(b'N\xd5\x0b\xbed\t\x12')
2024-07-23 15:36:48,760 Message sent: ID=1738, Data=bytearray(b'o\xbf3\xdd@kF')
2024-07-23 15:36:48,862 Message sent: ID=1691, Data=bytearray(b'!\x1bz\xad\xd7')
2024-07-23 15:36:48,965 Message sent: ID=987, Data=bytearray(b'')
2024-07-23 15:36:49,066 Message sent: ID=823, Data=bytearray(b'\x18}\xa5\x1e')
2024-07-23 15:36:49,170 Message sent: ID=1118, Data=bytearray(b'\x8c4\x95\x16a\x1f')
2024-07-23 15:36:49,274 Message sent: ID=979, Data=bytearray(b'MS\xab')
2024-07-23 15:36:49,377 Message sent: ID=1946, Data=bytearray(b'')
2024-07-23 15:36:49,481 Message sent: ID=771, Data=bytearray(b'\xacl')
2024-07-23 15:36:49,588 Message sent: ID=1276, Data=bytearray(b'J\x91\xda')
2024-07-23 15:36:49,691 Message sent: ID=1019, Data=bytearray(b'\x04uhb\xb7\xdc`')
2024-07-23 15:36:49,837 Message sent: ID=1974, Data=bytearray(b'\xcfQ\x80\rP\xf8e')
2024-07-23 15:36:49,939 Message sent: ID=228, Data=bytearray(b's\xb6\xaa\xb9\xa5!\x9a')
2024-07-23 15:36:50,045 Message sent: ID=519, Data=bytearray(b'\x10\xb8')
2024-07-23 15:36:50,150 Message sent: ID=1993, Data=bytearray(b'\x93\x90\xf6\x88')
2024-07-23 15:36:50,253 Message sent: ID=1604, Data=bytearray(b'2\xc5\x00\xe4]C')
2024-07-23 15:36:50,357 Message sent: ID=995, Data=bytearray(b'\xd2Q0')
2024-07-23 15:36:50,465 Message sent: ID=1371, Data=bytearray(b'\xaf\x90L\x80\xe1;Bv')
2024-07-23 15:36:50,568 Message sent: ID=1320, Data=bytearray(b'"\x07U\x9b')
2024-07-23 15:36:50,671 Message sent: ID=799, Data=bytearray(b'\xf2\xec\xab\xe3\x01\xda')
2024-07-23 15:36:50,773 Message sent: ID=142, Data=bytearray(b'\xa9\xa9i\x99')
2024-07-23 15:36:50,874 Message sent: ID=183, Data=bytearray(b'\xee\xbf\xad\xa1')
2024-07-23 15:36:50,975 Message sent: ID=1887, Data=bytearray(b'\xd0Hb\x87\xfd\xfc')
2024-07-23 15:36:51,078 Message sent: ID=104, Data=bytearray(b'q\x8a\xe2o\xf9\xaa\x18')
2024-07-23 15:36:51,180 Message sent: ID=419, Data=bytearray(b'\x17C\xb3k\x8f\xf3\x1e\xda')
2024-07-23 15:36:51,283 Message sent: ID=613, Data=bytearray(b'')
2024-07-23 15:36:51,385 Message sent: ID=942, Data=bytearray(b'"')
2024-07-23 15:36:51,488 Message sent: ID=1785, Data=bytearray(b'\rx\x11J\x8b\xa5B\xea')
2024-07-23 15:36:51,590 Message sent: ID=751, Data=bytearray(b'Q\x8b\x108')
2024-07-23 15:36:51,693 Message sent: ID=1153, Data=bytearray(b'\xa8_]\x92\x01')
2024-07-23 15:36:51,795 Message sent: ID=1508, Data=bytearray(b'\x80\x8e')
2024-07-23 15:36:51,897 Message sent: ID=1975, Data=bytearray(b'kS\xe2\xd4\x06S\xdd')
2024-07-23 15:36:51,999 Message sent: ID=1601, Data=bytearray(b'}\xbf\x05\xde\x97I\xc3+')
2024-07-23 15:36:52,102 Message sent: ID=1420, Data=bytearray(b'$\\q\xfd')
2024-07-23 15:36:52,203 Message sent: ID=1806, Data=bytearray(b'\xdc\x05/\x02\x93QX')
2024-07-23 15:36:52,306 Message sent: ID=1505, Data=bytearray(b'mo\x94')
2024-07-23 15:36:52,407 Message sent: ID=1151, Data=bytearray(b',\x07\xffZ`')
2024-07-23 15:36:52,509 Message sent: ID=1129, Data=bytearray(b'\xc8\xfd\xa5\xaa\xaf\xbd0U')
2024-07-23 15:36:52,612 Message sent: ID=1678, Data=bytearray(b'\xddzx\x162\xa5(\xab')
2024-07-23 15:36:52,715 Message sent: ID=726, Data=bytearray(b'&\xf3@Q\x97\xe2_')
2024-07-23 15:36:52,818 Message sent: ID=597, Data=bytearray(b'\xa6@\x02/\xcd\xf1\xdd')
2024-07-23 15:36:52,920 Message sent: ID=1942, Data=bytearray(b'\x81 \x91\t\x01\xe5')
2024-07-23 15:36:53,022 Message sent: ID=451, Data=bytearray(b'\xd4\x1d\x9a\x1c2')
2024-07-23 15:36:53,124 Message sent: ID=1343, Data=bytearray(b'\xf24\xcfrd')
2024-07-23 15:36:53,226 Message sent: ID=656, Data=bytearray(b'\xbd\x0e\xd6\xcc7B\xc0\xd5')
2024-07-23 15:36:53,329 Message sent: ID=1227, Data=bytearray(b'\xb7\xe1E\xb0\x90!R\xf6')
2024-07-23 15:36:53,431 Message sent: ID=1478, Data=bytearray(b'5\xe2/\x80T')
2024-07-23 15:36:53,535 Message sent: ID=58, Data=bytearray(b'd\xd7\x01\xe7\xbe1u\x01')
2024-07-23 15:36:53,640 Message sent: ID=794, Data=bytearray(b'\x8d\xb0\xc2\\')
2024-07-23 15:36:53,742 Message sent: ID=100, Data=bytearray(b'K\xefSPa\xe6')
2024-07-23 15:36:53,845 Message sent: ID=1497, Data=bytearray(b'\xe4o\xf4')
2024-07-23 15:36:53,946 Message sent: ID=1920, Data=bytearray(b'\xf7\xb8\x91\x08\x08)')
2024-07-23 15:36:54,048 Message sent: ID=251, Data=bytearray(b'o')
2024-07-23 15:36:54,151 Message sent: ID=1945, Data=bytearray(b'\xbe\xc6\xbbws')
2024-07-23 15:36:54,253 Message sent: ID=1522, Data=bytearray(b'\x88`\xe6\xbf')
2024-07-23 15:36:54,356 Message sent: ID=1673, Data=bytearray(b'{\xaa\xd2r\x87^\xd2')
2024-07-23 15:36:54,459 Message sent: ID=1137, Data=bytearray(b"\'\x0e>\x96")
2024-07-23 15:36:54,561 Message sent: ID=919, Data=bytearray(b'\x8a;3\xcc')
2024-07-23 15:36:54,663 Message sent: ID=142, Data=bytearray(b'\x0b\xf1\xad]\x99\x08\x83')
2024-07-23 15:36:54,765 Message sent: ID=738, Data=bytearray(b'\x01/.')
2024-07-23 15:36:54,866 Message sent: ID=1879, Data=bytearray(b'b')
2024-07-23 15:36:54,968 Message sent: ID=1375, Data=bytearray(b'\x94\xe8cLc')
2024-07-23 15:36:55,071 Message sent: ID=1525, Data=bytearray(b'\x94F\x19')
2024-07-23 15:36:55,174 Message sent: ID=1949, Data=bytearray(b'')
2024-07-23 15:36:55,279 Message sent: ID=227, Data=bytearray(b'\xba,\x8b\xeb\x9b\xd3')
2024-07-23 15:36:55,384 Message sent: ID=969, Data=bytearray(b',\x159I\xd6')
2024-07-23 15:36:55,488 Message sent: ID=1280, Data=bytearray(b'BR?#T\xf1')
2024-07-23 15:36:55,593 Message sent: ID=1924, Data=bytearray(b'w')
2024-07-23 15:36:55,695 Message sent: ID=850, Data=bytearray(b'l\xbc|<\xb8a\x1b')
2024-07-23 15:36:55,799 Message sent: ID=61, Data=bytearray(b'\xe7\xed\xd4\xb1')
2024-07-23 15:36:55,906 Message sent: ID=1180, Data=bytearray(b'o.Zm\xd1t')
2024-07-23 15:36:56,010 Message sent: ID=618, Data=bytearray(b'y\x0cI\xe87\xf6\x9c')
2024-07-23 15:36:56,111 Message sent: ID=1752, Data=bytearray(b'\xb7\x10\xb4')
2024-07-23 15:36:56,213 Message sent: ID=1021, Data=bytearray(b'!\xe7J')
2024-07-23 15:36:56,315 Message sent: ID=1655, Data=bytearray(b':w\xd9\x81K\xd9\x08\xb9')
2024-07-23 15:36:56,416 Message sent: ID=1903, Data=bytearray(b'\xd2\x03r\xc1i')
2024-07-23 15:36:56,517 Message sent: ID=598, Data=bytearray(b'\xde')
2024-07-23 15:36:56,621 Message sent: ID=42, Data=bytearray(b'')
2024-07-23 15:36:56,725 Message sent: ID=693, Data=bytearray(b'\xc6 \xf8\x01h\x05')
2024-07-23 15:36:56,828 Message sent: ID=143, Data=bytearray(b'\xa7\xc7\x07\x16\xd8\x8dF')
2024-07-23 15:36:56,932 Message sent: ID=134, Data=bytearray(b'\x8f\x7fC')
2024-07-23 15:36:57,034 Message sent: ID=1200, Data=bytearray(b'\xbc\xeb\xeb')
2024-07-23 15:36:57,137 Message sent: ID=234, Data=bytearray(b'\x85')
2024-07-23 15:36:57,239 Message sent: ID=1852, Data=bytearray(b'\xc8\x94')
2024-07-23 15:36:57,342 Message sent: ID=99, Data=bytearray(b'\xab\xa6\xc4.z\xcd_')
2024-07-23 15:36:57,447 Message sent: ID=1921, Data=bytearray(b'\xa2<\xb5D')
2024-07-23 15:36:57,548 Message sent: ID=169, Data=bytearray(b'\xa0\xbf\xdd\xc9i\x88\x9e')
2024-07-23 15:36:57,650 Message sent: ID=1952, Data=bytearray(b'\x8c\x1c@\\\xe1')
2024-07-23 15:36:57,754 Message sent: ID=1317, Data=bytearray(b'\x07\xbc\x07\n')
2024-07-23 15:36:57,857 Message sent: ID=937, Data=bytearray(b'T\xb6\xa7a8\xcf\xe4\x98')
2024-07-23 15:36:57,959 Message sent: ID=818, Data=bytearray(b'\xb3\xba\x8et\x12\xcd\xd9\xb4')
2024-07-23 15:36:58,061 Message sent: ID=719, Data=bytearray(b'\xd4B?\xbar\xc0\xf7')
2024-07-23 15:36:58,162 Message sent: ID=1977, Data=bytearray(b'\xda\xfa\xabJ')
2024-07-23 15:36:58,264 Message sent: ID=548, Data=bytearray(b'6\x024\xaem')
2024-07-23 15:36:58,365 Message sent: ID=179, Data=bytearray(b'8\x93')
2024-07-23 15:36:58,467 Message sent: ID=600, Data=bytearray(b'v&\xf1\x90$\\\x14')
2024-07-23 15:36:58,568 Message sent: ID=1340, Data=bytearray(b'\xe8\xcfu')
2024-07-23 15:36:58,671 Message sent: ID=1328, Data=bytearray(b'%\xeeF\x87\x8f')
2024-07-23 15:36:58,773 Message sent: ID=1077, Data=bytearray(b'\x0f\nN')
2024-07-23 15:36:58,874 Message sent: ID=338, Data=bytearray(b'')
2024-07-23 15:36:58,978 Message sent: ID=1523, Data=bytearray(b'\x8f\xc7\x8b\xf3YO\xf9')
2024-07-23 15:36:59,082 Message sent: ID=1269, Data=bytearray(b'EU\xe8L\x17\xf3l\xfa')
2024-07-23 15:36:59,184 Message sent: ID=1611, Data=bytearray(b'\xe5n\xfc8\xe8')
2024-07-23 15:36:59,286 Message sent: ID=1766, Data=bytearray(b'')
2024-07-23 15:36:59,387 Message sent: ID=216, Data=bytearray(b'\x8e\x98\x9aJ\xfcf\xeb\xe2')
2024-07-23 15:36:59,489 Message sent: ID=184, Data=bytearray(b'')
2024-07-23 15:36:59,590 Message sent: ID=931, Data=bytearray(b'')
2024-07-23 15:36:59,692 Message sent: ID=1764, Data=bytearray(b'l\x10c#\x07\xbc\xce\xe4')
2024-07-23 15:36:59,793 Message sent: ID=627, Data=bytearray(b'\x8c')
2024-07-23 15:36:59,895 Message sent: ID=367, Data=bytearray(b'\x182\xa0=w')
2024-07-23 15:36:59,997 Message sent: ID=432, Data=bytearray(b'\xae\xc4')
2024-07-23 15:37:00,098 Message sent: ID=1978, Data=bytearray(b'\x1cA\x05\xe8G\xaa')
2024-07-23 15:37:00,200 Message sent: ID=1718, Data=bytearray(b'\x03\xe8\xa8')
2024-07-23 15:37:00,302 Message sent: ID=1294, Data=bytearray(b'')
2024-07-23 15:37:00,404 Message sent: ID=922, Data=bytearray(b'3\xd8\xff')
2024-07-23 15:37:00,505 Message sent: ID=176, Data=bytearray(b'6\xb0\x83\xae\x07\xc8\x80\xf8')
2024-07-23 15:37:00,607 Message sent: ID=1593, Data=bytearray(b'\xbb6\x08\xf9\xf0.\xa04')
2024-07-23 15:37:00,712 Message sent: ID=53, Data=bytearray(b'\xb0\xec\xeaR')
