2024-07-23 14:49:23,493 Created a socket
2024-07-23 14:54:27,008 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:28,008 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:29,011 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:30,012 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:31,012 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:32,013 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:33,013 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:34,014 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:35,015 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:36,017 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:37,018 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:38,018 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:39,020 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:40,020 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:41,021 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:42,022 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:43,023 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:44,023 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:45,024 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:46,025 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:47,026 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:48,027 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:49,027 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:50,028 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:51,029 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:52,030 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:53,031 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:54,031 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:55,032 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:56,033 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:57,033 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:58,034 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:54:59,035 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:00,035 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:01,036 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:02,036 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:03,037 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:04,038 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:05,038 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:06,039 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:07,044 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:08,044 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:09,045 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:10,046 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:11,047 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:12,049 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:13,050 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:14,051 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:15,051 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:16,052 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:17,054 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:18,056 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:19,058 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:20,059 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:21,059 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:22,060 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:23,062 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:24,063 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:25,063 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:26,064 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:27,065 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:28,067 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:29,069 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:30,070 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:31,071 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:32,072 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:33,072 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:34,074 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:35,074 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:36,075 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:37,079 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:38,080 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:39,081 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:40,082 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:41,082 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:42,084 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:43,085 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:44,086 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:45,087 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:46,088 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:47,089 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:48,090 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:49,091 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:50,092 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:51,093 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:52,094 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:53,094 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:54,095 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:55,096 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:56,096 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:57,097 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:58,097 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:55:59,098 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:00,098 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:01,099 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:02,099 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:03,100 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:04,101 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:05,101 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:06,102 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:07,102 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:08,104 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 14:56:09,107 Message sent: ID=256, Data=bytearray(b'Hello123')
2024-07-23 15:10:52,709 Created a socket
