2024-07-23 15:15:37,743 Created a socket
2024-07-23 15:16:15,875 Created a socket
2024-07-23 15:16:17,562 Created a socket
2024-07-23 15:16:19,230 Created a socket
2024-07-23 15:19:36,343 Created a socket
2024-07-23 15:19:48,360 Message sent: ID=1771, Data=bytearray(b'gB\xe7bp\xde\xa5\xb0')
2024-07-23 15:19:48,461 Message sent: ID=153, Data=bytearray(b'z\x10')
2024-07-23 15:19:48,562 Message sent: ID=1084, Data=bytearray(b'\xa6\xdf\xb7G\xac\xa0k')
2024-07-23 15:19:48,663 Message sent: ID=772, Data=bytearray(b',')
2024-07-23 15:19:48,765 Message sent: ID=261, Data=bytearray(b'\xafj\xf3')
2024-07-23 15:19:48,865 Message sent: ID=1575, Data=bytearray(b"{L\x00\'\x95\x13<")
2024-07-23 15:19:48,966 Message sent: ID=1783, Data=bytearray(b'\xc4\n5+\xb1(')
2024-07-23 15:19:49,067 Message sent: ID=42, Data=bytearray(b'')
2024-07-23 15:19:49,168 Message sent: ID=1865, Data=bytearray(b'*\x03\xd6\xb2|\x1d[\xe4')
2024-07-23 15:19:49,271 Message sent: ID=115, Data=bytearray(b'9')
2024-07-23 15:19:49,372 Message sent: ID=1987, Data=bytearray(b'\xfc\x9c8\x8d*\xf3\xb8\x00')
2024-07-23 15:19:49,473 Message sent: ID=769, Data=bytearray(b':\t\x8a\x1f')
2024-07-23 15:19:49,574 Message sent: ID=1140, Data=bytearray(b'\xe0\x94+')
2024-07-23 15:19:49,675 Message sent: ID=1374, Data=bytearray(b'\x94\xaf\x01}j\x135j')
2024-07-23 15:19:49,778 Message sent: ID=14, Data=bytearray(b"x\x93\'")
2024-07-23 15:19:49,879 Message sent: ID=590, Data=bytearray(b'\x02\xcb')
2024-07-23 15:19:49,980 Message sent: ID=190, Data=bytearray(b"\x19\xb9<\x9b\xb1\xdb\'\xf1")
2024-07-23 15:19:50,081 Message sent: ID=971, Data=bytearray(b'\x03)\xb3')
2024-07-23 15:19:50,182 Message sent: ID=1146, Data=bytearray(b'')
2024-07-23 15:19:50,283 Message sent: ID=1394, Data=bytearray(b'')
2024-07-23 15:19:50,385 Message sent: ID=750, Data=bytearray(b'')
2024-07-23 15:19:50,485 Message sent: ID=737, Data=bytearray(b'')
2024-07-23 15:19:50,586 Message sent: ID=1130, Data=bytearray(b'\xa1\xa6\xf6')
2024-07-23 15:19:50,687 Message sent: ID=545, Data=bytearray(b'c\xc2H\xeez')
2024-07-23 15:19:50,792 Message sent: ID=1317, Data=bytearray(b'\xb0\xe0\x91')
2024-07-23 15:19:50,893 Message sent: ID=1770, Data=bytearray(b'0\xaa')
2024-07-23 15:19:50,994 Message sent: ID=29, Data=bytearray(b'\xea\x07\xf0k\xb7\x13')
2024-07-23 15:19:51,095 Message sent: ID=1786, Data=bytearray(b'\x7f\xb3')
2024-07-23 15:19:51,196 Message sent: ID=1087, Data=bytearray(b';\xe5B')
2024-07-23 15:19:51,297 Message sent: ID=1765, Data=bytearray(b'\xce\xc7\xfd\xbf\xf5\x81\xd6\xdb')
2024-07-23 15:19:51,398 Message sent: ID=1206, Data=bytearray(b'\xf2\x08WJf')
2024-07-23 15:19:51,500 Message sent: ID=1373, Data=bytearray(b'9\x0bg')
2024-07-23 15:19:51,600 Message sent: ID=249, Data=bytearray(b'\x91')
2024-07-23 15:19:51,702 Message sent: ID=1451, Data=bytearray(b'\xd4\x03\xcaC\x04')
2024-07-23 15:19:51,804 Message sent: ID=908, Data=bytearray(b'\xd9Y\xbfa\x87')
2024-07-23 15:19:51,905 Message sent: ID=958, Data=bytearray(b'E\xd6H\xb8\t\x05')
2024-07-23 15:19:52,006 Message sent: ID=1032, Data=bytearray(b"S\xd9\x0e\x0f<\x84\'")
2024-07-23 15:19:52,107 Message sent: ID=1404, Data=bytearray(b'"b8\xcd')
2024-07-23 15:19:52,208 Message sent: ID=873, Data=bytearray(b'\x8d\x0f\xcc\x8d\x84\x99\xfb\xf6')
2024-07-23 15:19:52,309 Message sent: ID=1122, Data=bytearray(b'P"\x89<S\x8c\xb0\x98')
2024-07-23 15:19:52,411 Message sent: ID=524, Data=bytearray(b'')
2024-07-23 15:19:52,514 Message sent: ID=836, Data=bytearray(b'p\xb6')
2024-07-23 15:19:52,618 Message sent: ID=1683, Data=bytearray(b'\xe9')
2024-07-23 15:19:52,719 Message sent: ID=124, Data=bytearray(b'\x05\xa2L\xd4\xac\r\xa9\xb8')
2024-07-23 15:19:52,822 Message sent: ID=784, Data=bytearray(b'\x12\x19\xe6\x9c')
2024-07-23 15:19:52,922 Message sent: ID=1710, Data=bytearray(b'!Y\xa8\xf0 \xba\xc6>')
2024-07-23 15:19:53,023 Message sent: ID=1031, Data=bytearray(b'')
2024-07-23 15:19:53,124 Message sent: ID=1040, Data=bytearray(b'V\xec\xc5')
2024-07-23 15:19:53,225 Message sent: ID=996, Data=bytearray(b'\x84\x99h')
2024-07-23 15:19:53,326 Message sent: ID=1094, Data=bytearray(b'm\xbd\x1e\xb9\xdb\x88')
2024-07-23 15:19:53,427 Message sent: ID=993, Data=bytearray(b'\tA\xcf\xa3\x11')
2024-07-23 15:19:53,528 Message sent: ID=1697, Data=bytearray(b'\xe0\x86')
2024-07-23 15:19:53,629 Message sent: ID=1381, Data=bytearray(b'\xa6A\xf0')
2024-07-23 15:19:53,730 Message sent: ID=645, Data=bytearray(b'\x8b\x100\xf2')
2024-07-23 15:19:53,832 Message sent: ID=687, Data=bytearray(b'')
2024-07-23 15:19:53,937 Message sent: ID=1973, Data=bytearray(b'&\x80\xe9-\x00\xa0')
2024-07-23 15:19:54,039 Message sent: ID=1169, Data=bytearray(b"\'*%\xee\x8d")
2024-07-23 15:19:54,143 Message sent: ID=1962, Data=bytearray(b'\x10(\x84\x8e~\xff\xcf\xd1')
2024-07-23 15:19:54,268 Message sent: ID=1460, Data=bytearray(b'+')
2024-07-23 15:19:54,370 Message sent: ID=1669, Data=bytearray(b'\xa6{i')
2024-07-23 15:19:54,472 Message sent: ID=1142, Data=bytearray(b'7')
2024-07-23 15:19:54,573 Message sent: ID=766, Data=bytearray(b'R ')
2024-07-23 15:19:54,675 Message sent: ID=497, Data=bytearray(b'')
2024-07-23 15:19:54,777 Message sent: ID=1643, Data=bytearray(b'\x8a\x1c')
2024-07-23 15:19:54,878 Message sent: ID=1704, Data=bytearray(b'\x84\xde')
2024-07-23 15:19:54,980 Message sent: ID=1878, Data=bytearray(b'\x8e\xa4L\xe9(I\xed\xc6')
2024-07-23 15:19:55,081 Message sent: ID=1947, Data=bytearray(b'F')
2024-07-23 15:19:55,181 Message sent: ID=799, Data=bytearray(b'\n\xa7\xf2\xf2p\xe4\x14l')
2024-07-23 15:19:55,283 Message sent: ID=1907, Data=bytearray(b's\xd6H\xa19i')
2024-07-23 15:19:55,385 Message sent: ID=1289, Data=bytearray(b'Q\xb3\x90^')
2024-07-23 15:19:55,486 Message sent: ID=1915, Data=bytearray(b'\xf7\xd1')
2024-07-23 15:19:55,587 Message sent: ID=81, Data=bytearray(b'=\x1eF\xc3|\xb0')
2024-07-23 15:19:55,690 Message sent: ID=1630, Data=bytearray(b'\xf0')
2024-07-23 15:19:55,791 Message sent: ID=991, Data=bytearray(b'\x93\x1b3\x10\x96')
2024-07-23 15:19:55,893 Message sent: ID=423, Data=bytearray(b'\xf6\xfc\x83\x84\xa3\xfa/\x86')
2024-07-23 15:19:55,994 Message sent: ID=1181, Data=bytearray(b'')
2024-07-23 15:19:56,095 Message sent: ID=1588, Data=bytearray(b'\x015\xb7')
2024-07-23 15:19:56,196 Message sent: ID=804, Data=bytearray(b'H\x0cT')
2024-07-23 15:19:56,298 Message sent: ID=230, Data=bytearray(b'\xc6')
2024-07-23 15:19:56,401 Message sent: ID=1157, Data=bytearray(b'++\x95\x0e\xa2\xef')
2024-07-23 15:19:56,502 Message sent: ID=914, Data=bytearray(b'\xf2k\x9d')
2024-07-23 15:19:56,603 Message sent: ID=561, Data=bytearray(b'\x11\x9a\x94')
2024-07-23 15:19:56,705 Message sent: ID=275, Data=bytearray(b'/\xe5\xad\xb8')
2024-07-23 15:19:56,806 Message sent: ID=56, Data=bytearray(b'\xac\xfd]\xe2\x11')
2024-07-23 15:19:56,907 Message sent: ID=909, Data=bytearray(b'\x9e\xb8\x13{\x8e\xd1\xa6i')
2024-07-23 15:19:57,008 Message sent: ID=684, Data=bytearray(b"7\'F<L\x00\x0f")
2024-07-23 15:19:57,109 Message sent: ID=471, Data=bytearray(b'\xd7')
2024-07-23 15:19:57,210 Message sent: ID=530, Data=bytearray(b'\xa0')
2024-07-23 15:19:57,311 Message sent: ID=1816, Data=bytearray(b'\xa2:!\xeb')
2024-07-23 15:19:57,412 Message sent: ID=741, Data=bytearray(b'%')
2024-07-23 15:19:57,513 Message sent: ID=1556, Data=bytearray(b'\xce\x0b\xfd\xb4')
2024-07-23 15:19:57,614 Message sent: ID=237, Data=bytearray(b'\xf4')
2024-07-23 15:19:57,715 Message sent: ID=648, Data=bytearray(b'\xfe\x98')
2024-07-23 15:19:57,816 Message sent: ID=518, Data=bytearray(b'L')
2024-07-23 15:19:57,918 Message sent: ID=666, Data=bytearray(b'\xcex[\x9d\x123')
2024-07-23 15:19:58,020 Message sent: ID=215, Data=bytearray(b'\x9f8`]\xc3')
2024-07-23 15:19:58,120 Message sent: ID=1398, Data=bytearray(b'V\xaas\xda\x05\xb3')
2024-07-23 15:19:58,225 Message sent: ID=1181, Data=bytearray(b'\xc2\xcc\xd1[&')
2024-07-23 15:19:58,326 Message sent: ID=1079, Data=bytearray(b'j\xd5\xb9\xab')
2024-07-23 15:19:58,428 Message sent: ID=224, Data=bytearray(b'\xe5\x97\xf4\xb3')
2024-07-23 15:19:58,529 Message sent: ID=683, Data=bytearray(b'c@V\x0b\x1d')
2024-07-23 15:19:58,630 Message sent: ID=121, Data=bytearray(b'2')
2024-07-23 15:19:58,732 Message sent: ID=210, Data=bytearray(b'B:*\x02U\xe9{\xe4')
2024-07-23 15:19:58,833 Message sent: ID=571, Data=bytearray(b'4=\xea\xa0')
2024-07-23 15:19:58,934 Message sent: ID=314, Data=bytearray(b'1')
2024-07-23 15:19:59,036 Message sent: ID=1637, Data=bytearray(b'\xd0/\x01h\x03\xd5\xc7\xee')
2024-07-23 15:19:59,139 Message sent: ID=718, Data=bytearray(b'c\xef\xfb\x12')
2024-07-23 15:19:59,246 Message sent: ID=1160, Data=bytearray(b'/\xac\xfcY\x12')
2024-07-23 15:19:59,348 Message sent: ID=769, Data=bytearray(b'Ed')
2024-07-23 15:19:59,449 Message sent: ID=1866, Data=bytearray(b'\xdcO')
2024-07-23 15:19:59,550 Message sent: ID=166, Data=bytearray(b'\xcc\x1b')
2024-07-23 15:19:59,651 Message sent: ID=72, Data=bytearray(b'p')
2024-07-23 15:19:59,752 Message sent: ID=1904, Data=bytearray(b'F')
2024-07-23 15:19:59,853 Message sent: ID=1640, Data=bytearray(b"\xb4\x84\x98\xe2\x16\'\x00\xaf")
2024-07-23 15:19:59,954 Message sent: ID=695, Data=bytearray(b'\xad')
2024-07-23 15:20:00,056 Message sent: ID=2033, Data=bytearray(b'')
2024-07-23 15:20:00,160 Message sent: ID=1200, Data=bytearray(b'z6\x80')
2024-07-23 15:20:00,261 Message sent: ID=214, Data=bytearray(b'\xda[\x9d')
2024-07-23 15:20:00,362 Message sent: ID=873, Data=bytearray(b'\xd3{\xf3')
2024-07-23 15:20:00,463 Message sent: ID=713, Data=bytearray(b'\xac8\xcf\xa4')
2024-07-23 15:20:00,566 Message sent: ID=1503, Data=bytearray(b'>\x9ec\x1d\xca=\xfb')
2024-07-23 15:20:00,670 Message sent: ID=1819, Data=bytearray(b'\xf6\x9a\xf5')
2024-07-23 15:20:00,771 Message sent: ID=1861, Data=bytearray(b'\xe5\xaa\xdb\xd0\xcc\x97\x86\xda')
2024-07-23 15:20:00,877 Message sent: ID=67, Data=bytearray(b'')
2024-07-23 15:20:00,978 Message sent: ID=474, Data=bytearray(b'')
2024-07-23 15:20:01,079 Message sent: ID=423, Data=bytearray(b'')
2024-07-23 15:20:01,180 Message sent: ID=1194, Data=bytearray(b'V\x95x')
2024-07-23 15:20:01,282 Message sent: ID=761, Data=bytearray(b'w\xa2\xbb,-\xb4')
2024-07-23 15:20:01,383 Message sent: ID=1755, Data=bytearray(b'$\xc6x\x99\t')
2024-07-23 15:20:01,484 Message sent: ID=888, Data=bytearray(b'')
2024-07-23 15:20:01,585 Message sent: ID=1181, Data=bytearray(b'\xce\xd9\x0c\xb7')
2024-07-23 15:20:01,686 Message sent: ID=132, Data=bytearray(b'\x97\xe7\x9a\x13\x9a')
2024-07-23 15:20:01,788 Message sent: ID=482, Data=bytearray(b'KL\xfc')
2024-07-23 15:20:01,889 Message sent: ID=207, Data=bytearray(b'\x98s\xf2\x91\xfc\xcf\xe8R')
2024-07-23 15:20:01,990 Message sent: ID=840, Data=bytearray(b'\xdb')
2024-07-23 15:20:02,091 Message sent: ID=1468, Data=bytearray(b' ')
2024-07-23 15:20:02,192 Message sent: ID=1822, Data=bytearray(b'X\xbd')
2024-07-23 15:20:02,294 Message sent: ID=1121, Data=bytearray(b'\xd5o+\xf6\xa2')
2024-07-23 15:20:02,395 Message sent: ID=1697, Data=bytearray(b'')
2024-07-23 15:20:02,500 Message sent: ID=1915, Data=bytearray(b'\x8d"9\xfd\xe4')
2024-07-23 15:20:02,602 Message sent: ID=1674, Data=bytearray(b'(\x9a\x15/\x89\xf2\xd0')
2024-07-23 15:20:02,705 Message sent: ID=1568, Data=bytearray(b'b\xbe\xd3')
2024-07-23 15:20:02,807 Message sent: ID=505, Data=bytearray(b'\r\xde\x8a\xfb')
2024-07-23 15:20:02,908 Message sent: ID=1176, Data=bytearray(b'|\xda\xde\xc2\xdc\xfd`\xaf')
2024-07-23 15:20:03,009 Message sent: ID=1482, Data=bytearray(b'\x1a')
2024-07-23 15:20:03,111 Message sent: ID=1570, Data=bytearray(b'\xb4')
2024-07-23 15:20:03,212 Message sent: ID=1672, Data=bytearray(b'{\x07\xc2\xf2x')
2024-07-23 15:20:03,316 Message sent: ID=35, Data=bytearray(b'\t\x01\xe6#d')
2024-07-23 15:20:03,419 Message sent: ID=535, Data=bytearray(b'\xf1;\xc0>')
2024-07-23 15:20:03,521 Message sent: ID=555, Data=bytearray(b'S\x96\xdf')
2024-07-23 15:20:03,622 Message sent: ID=603, Data=bytearray(b'\xde\x1c')
2024-07-23 15:20:03,723 Message sent: ID=251, Data=bytearray(b'\x13\x00')
2024-07-23 15:20:03,824 Message sent: ID=1443, Data=bytearray(b'\xc4&_,5(\xaa')
2024-07-23 15:20:03,925 Message sent: ID=773, Data=bytearray(b'\xf9\x83\x8e"y\xd9>')
2024-07-23 15:20:04,027 Message sent: ID=1261, Data=bytearray(b'/')
2024-07-23 15:20:04,128 Message sent: ID=1006, Data=bytearray(b'\x03\x18:sQ+')
2024-07-23 15:20:04,229 Message sent: ID=565, Data=bytearray(b'\xe4')
2024-07-23 15:20:04,330 Message sent: ID=1338, Data=bytearray(b'')
2024-07-23 15:20:04,431 Message sent: ID=1212, Data=bytearray(b'_\xe7%l;P\xb5\x8a')
2024-07-23 15:20:04,532 Message sent: ID=719, Data=bytearray(b'\x8b\xe5\xe4\xeb\x94L\xd9\x0e')
2024-07-23 15:20:04,633 Message sent: ID=897, Data=bytearray(b'qc\x88\x85,\xfd')
2024-07-23 15:20:04,735 Message sent: ID=1689, Data=bytearray(b'\xcc\x0f\x81\xb9')
2024-07-23 15:20:04,836 Message sent: ID=920, Data=bytearray(b'8\x14\xa3o')
2024-07-23 15:20:04,937 Message sent: ID=276, Data=bytearray(b'')
2024-07-23 15:20:05,038 Message sent: ID=866, Data=bytearray(b'g\x08Hg\xe4\xdf')
2024-07-23 15:20:05,139 Message sent: ID=1841, Data=bytearray(b'sGX\x9d<y\x82')
2024-07-23 15:20:05,240 Message sent: ID=1791, Data=bytearray(b'*\x87\xfc\x8dW\xc7w\xbf')
2024-07-23 15:20:05,341 Message sent: ID=2005, Data=bytearray(b'\xecL\xa4\xb1\xe5\xb6')
