2024-07-25 13:34:57,838 Created a socket
2024-07-25 13:35:26,166 Message received: ID=619, Data=bytearray(b'')
2024-07-25 13:35:27,169 Message received: ID=1126, Data=bytearray(b'\xb1\xdf"\xec\xd1')
2024-07-25 13:35:28,169 Message received: ID=965, Data=bytearray(b'')
2024-07-25 13:35:29,170 Message received: ID=1660, Data=bytearray(b'\xe3F')
2024-07-25 13:35:30,170 Message received: ID=349, Data=bytearray(b'')
2024-07-25 13:35:31,171 Message received: ID=1355, Data=bytearray(b'4!g\x9dm')
2024-07-25 13:35:32,173 Message received: ID=67, Data=bytearray(b'\xcd')
2024-07-25 13:35:33,171 Message received: ID=1661, Data=bytearray(b'R\xdc')
2024-07-25 13:35:34,173 Message received: ID=538, Data=bytearray(b'E.\x08\xd0\xc8\xfaD')
2024-07-25 13:35:35,173 Message received: ID=767, Data=bytearray(b'KPHg}')
2024-07-25 13:35:36,173 Message received: ID=633, Data=bytearray(b'\xac\xc6\x91O\xd7')
2024-07-25 13:35:37,175 Message received: ID=848, Data=bytearray(b'3&')
2024-07-25 13:35:38,181 Message received: ID=1911, Data=bytearray(b'')
2024-07-25 13:35:39,183 Message received: ID=62, Data=bytearray(b'\x98=\x8e\x0e\t')
2024-07-25 13:35:40,183 Message received: ID=428, Data=bytearray(b'\xac2\x8b\xe5')
2024-07-25 13:35:41,184 Message received: ID=111, Data=bytearray(b'')
2024-07-25 13:35:42,186 Message received: ID=138, Data=bytearray(b'm\xc8\x0e;c\xe0\xab')
2024-07-25 13:35:43,186 Message received: ID=931, Data=bytearray(b'\n4}\xc1\x15\xe5Dh')
2024-07-25 13:35:44,188 Message received: ID=82, Data=bytearray(b'\xf6\xc3e\x06\x0f\xb8')
2024-07-25 13:35:45,188 Message received: ID=1775, Data=bytearray(b'\xf1\x1bRz6')
2024-07-25 13:35:46,187 Message received: ID=985, Data=bytearray(b'')
2024-07-25 13:35:47,188 Message received: ID=115, Data=bytearray(b'\x82')
2024-07-25 13:35:48,189 Message received: ID=1290, Data=bytearray(b'\xa7')
2024-07-25 13:35:49,191 Message received: ID=1000, Data=bytearray(b'\\emKk:')
2024-07-25 13:35:50,191 Message received: ID=430, Data=bytearray(b'\xac`m')
2024-07-25 13:35:51,192 Message received: ID=2026, Data=bytearray(b'\xad&)\xa4*\t&')
2024-07-25 13:35:52,192 Message received: ID=736, Data=bytearray(b'\xd7W!\x8f')
2024-07-25 13:35:53,193 Message received: ID=1465, Data=bytearray(b'\xd0\xa9\n\\\x88+;\x16')
2024-07-25 13:35:54,194 Message received: ID=909, Data=bytearray(b'\xf7,cb\xe0\x12')
2024-07-25 13:35:55,194 Message received: ID=1638, Data=bytearray(b'rx)\xa8')
2024-07-25 13:35:56,195 Message received: ID=1454, Data=bytearray(b'\xa0\x99\xef')
2024-07-25 13:35:57,195 Message received: ID=22, Data=bytearray(b'|d\x1d')
2024-07-25 13:35:58,197 Message received: ID=396, Data=bytearray(b'\x13\r\xc7\xcc\\\x84')
2024-07-25 13:35:59,196 Message received: ID=1724, Data=bytearray(b'')
2024-07-25 13:36:00,198 Message received: ID=457, Data=bytearray(b'\x18\nxs\xb1\xa7C')
2024-07-25 13:36:01,198 Message received: ID=1338, Data=bytearray(b'\xe3BS`')
2024-07-25 13:36:02,199 Message received: ID=1972, Data=bytearray(b'\xdba\x98\x0c\xae\x06\xb1')
2024-07-25 13:36:03,200 Message received: ID=1991, Data=bytearray(b'\xb1\xaa)\x86\x8du\xe0')
2024-07-25 13:36:04,199 Message received: ID=1624, Data=bytearray(b'I')
2024-07-25 13:36:05,201 Message received: ID=1269, Data=bytearray(b'\xf0\x08\x86!\xf8Z;u')
2024-07-25 13:36:06,201 Message received: ID=909, Data=bytearray(b'\x01%g')
2024-07-25 13:36:07,202 Message received: ID=1248, Data=bytearray(b'V')
2024-07-25 13:36:08,202 Message received: ID=1018, Data=bytearray(b'\xd44\x1e')
2024-07-25 13:36:09,204 Message received: ID=1999, Data=bytearray(b'\xdf@;c0\xb2')
2024-07-25 13:36:10,203 Message received: ID=722, Data=bytearray(b'\x98x\x96\xcc\xcb')
2024-07-25 13:36:11,204 Message received: ID=1419, Data=bytearray(b'')
